"","X","hs4","Tariff","imposed_by","Date","effective_tariff_increase","perc_change_tariff","TIER.1.DESCRIPTION","Sector","Product.Description"
"136",136,"0403","chn34","CHN",2018-07-06,0.25,25,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa."
"137",137,"0403","chn60b1","CHN",2018-09-24,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa."
"138",138,"0403","chn60b2","CHN",2019-05-13,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa."
"139",139,"0403","chn75b1","CHN",2019-09-01,0.05,5,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa."
"140",140,"0403","chn75b2","CHN",2019-12-15,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa."
"141",141,"0404","chn16","CHN",2018-08-08,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included."
"142",142,"0404","chn3","CHN",2018-04-02,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included."
"143",143,"0404","chn34","CHN",2018-07-06,0.25,25,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included."
"144",144,"0404","chn60b1","CHN",2018-09-24,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included."
"145",145,"0404","chn60b2","CHN",2019-05-13,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included."
"146",146,"0404","chn75b1","CHN",2019-09-01,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included."
"147",147,"0404","chn75b2","CHN",2019-12-15,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included."
"148",148,"0405","chn16","CHN",2018-08-08,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Butter and other fats and oils derived from milk; dairy spreads."
"149",149,"0405","chn3","CHN",2018-04-02,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Butter and other fats and oils derived from milk; dairy spreads."
"150",150,"0405","chn34","CHN",2018-07-06,0.25,25,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Butter and other fats and oils derived from milk; dairy spreads."
"151",151,"0405","chn60b1","CHN",2018-09-24,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Butter and other fats and oils derived from milk; dairy spreads."
"152",152,"0405","chn60b2","CHN",2019-05-13,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Butter and other fats and oils derived from milk; dairy spreads."
"153",153,"0405","chn75b1","CHN",2019-09-01,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Butter and other fats and oils derived from milk; dairy spreads."
"154",154,"0405","chn75b2","CHN",2019-12-15,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Butter and other fats and oils derived from milk; dairy spreads."
"155",155,"0406","chn16","CHN",2018-08-08,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Cheese and curd."
"156",156,"0406","chn3","CHN",2018-04-02,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Cheese and curd."
"157",157,"0406","chn34","CHN",2018-07-06,0.25,25,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Cheese and curd."
"158",158,"0406","chn60b1","CHN",2018-09-24,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Cheese and curd."
"159",159,"0406","chn60b2","CHN",2019-05-13,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Cheese and curd."
"160",160,"0406","chn75b1","CHN",2019-09-01,0.05,5,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Cheese and curd."
"161",161,"0406","chn75b2","CHN",2019-12-15,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Cheese and curd."
"162",162,"0407","chn16","CHN",2018-08-08,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Birds' eggs, in shell, fresh, preserved or cooked."
"163",163,"0407","chn3","CHN",2018-04-02,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Birds' eggs, in shell, fresh, preserved or cooked."
"164",164,"0407","chn34","CHN",2018-07-06,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Birds' eggs, in shell, fresh, preserved or cooked."
"165",165,"0407","chn60b1","CHN",2018-09-24,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Birds' eggs, in shell, fresh, preserved or cooked."
"166",166,"0407","chn60b2","CHN",2019-05-13,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Birds' eggs, in shell, fresh, preserved or cooked."
"167",167,"0407","chn75b1","CHN",2019-09-01,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Birds' eggs, in shell, fresh, preserved or cooked."
"168",168,"0407","chn75b2","CHN",2019-12-15,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Birds' eggs, in shell, fresh, preserved or cooked."
"169",169,"0408","chn16","CHN",2018-08-08,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter."
"170",170,"0408","chn3","CHN",2018-04-02,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter."
"171",171,"0408","chn34","CHN",2018-07-06,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter."
"172",172,"0408","chn60b1","CHN",2018-09-24,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter."
"173",173,"0408","chn60b2","CHN",2019-05-13,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter."
"174",174,"0408","chn75b1","CHN",2019-09-01,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter."
"175",175,"0408","chn75b2","CHN",2019-12-15,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter."
"176",176,"0409","chn16","CHN",2018-08-08,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Natural honey."
"177",177,"0409","chn3","CHN",2018-04-02,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Natural honey."
"178",178,"0409","chn34","CHN",2018-07-06,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Natural honey."
"179",179,"0409","chn60b1","CHN",2018-09-24,0.1,10,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Natural honey."
"180",180,"0409","chn60b2","CHN",2019-05-13,0.15,15,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Natural honey."
"181",181,"0409","chn75b1","CHN",2019-09-01,0.1,10,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Natural honey."
"182",182,"0409","chn75b2","CHN",2019-12-15,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Natural honey."
"183",183,"0410","chn16","CHN",2018-08-08,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Edible products of animal origin, not elsewhere specified or included."
"184",184,"0410","chn3","CHN",2018-04-02,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Edible products of animal origin, not elsewhere specified or included."
"185",185,"0410","chn34","CHN",2018-07-06,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Edible products of animal origin, not elsewhere specified or included."
"186",186,"0410","chn60b1","CHN",2018-09-24,0.1,10,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Edible products of animal origin, not elsewhere specified or included."
"187",187,"0410","chn60b2","CHN",2019-05-13,0.15,15,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Edible products of animal origin, not elsewhere specified or included."
"188",188,"0410","chn75b1","CHN",2019-09-01,0.1,10,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Edible products of animal origin, not elsewhere specified or included."
"189",189,"0410","chn75b2","CHN",2019-12-15,0,0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Agricultural","Edible products of animal origin, not elsewhere specified or included."
"190",190,"0501","chn16","CHN",2018-08-08,0,0,"Products of animal origin, not elsewhere specified or included","Agricultural","Human hair, unworked, whether or not washed or scoured; waste of human hair."
"191",191,"0501","chn3","CHN",2018-04-02,0,0,"Products of animal origin, not elsewhere specified or included","Agricultural","Human hair, unworked, whether or not washed or scoured; waste of human hair."
"192",192,"0501","chn34","CHN",2018-07-06,0,0,"Products of animal origin, not elsewhere specified or included","Agricultural","Human hair, unworked, whether or not washed or scoured; waste of human hair."
"193",193,"0501","chn60b1","CHN",2018-09-24,0,0,"Products of animal origin, not elsewhere specified or included","Agricultural","Human hair, unworked, whether or not washed or scoured; waste of human hair."
"194",194,"0501","chn60b2","CHN",2019-05-13,0,0,"Products of animal origin, not elsewhere specified or included","Agricultural","Human hair, unworked, whether or not washed or scoured; waste of human hair."
